Year,First Name,County,Sex,Count
2011,ANTHONY,SULLIVAN,M,6
2011,ANTHONY,CHAUTAUQUA,M,6
2011,ANTHONY,ROCKLAND,M,19
2011,ANTHONY,SARATOGA,M,8
2011,ANTHONY,RICHMOND,M,73
2011,HECTOR,SUFFOLK,M,5
2011,HECTOR,BRONX,M,19
2011,ANTHONY,CHEMUNG,M,5
2011,HEIDI,SUFFOLK,F,7
2011,HEIDI,WESTCHESTER,F,5
2011,ANTHONY,BROOME,M,11
2011,ANTHONY,BRONX,M,73
2011,ANTHONY,FULTON,M,5
2011,HELEN,KINGS,F,12
2011,HELEN,QUEENS,F,12
2011,ANTHONY,DUTCHESS,M,13
2011,HENNY,KINGS,F,21
2011,ANTHONY,SUFFOLK,M,154
2011,ANTHONY,NASSAU,M,122
2011,ANTHONY,KINGS,M,144
2011,HENRY,RENSSELAER,M,5
2011,HENRY,NEW YORK,M,74
2011,HENRY,TOMPKINS,M,9
2011,HENRY,ROCKLAND,M,5
2011,HENRY,SUFFOLK,M,22
2011,HENRY,ALBANY,M,13
2011,HENRY,SCHENECTADY,M,6
2011,HENRY,ERIE,M,37
2011,HENRY,NASSAU,M,27
2011,HENRY,QUEENS,M,44
2011,HENRY,SARATOGA,M,10
2011,HENRY,DUTCHESS,M,5
2011,HENRY,ULSTER,M,5
2011,HENRY,BRONX,M,18
2011,HENRY,ONONDAGA,M,5
2011,HENRY,WESTCHESTER,M,24
2011,HENRY,KINGS,M,69
2011,HENRY,MONROE,M,17
2011,HERSH,KINGS,M,14
2011,HERSH,ORANGE,M,6
2011,HERSHEL,ROCKLAND,M,5
2011,HERSHEL,KINGS,M,19
2011,HERSHEL,ORANGE,M,12
2011,HERSHY,KINGS,M,21
2011,HERSHY,ROCKLAND,M,6
2011,HERSHY,ORANGE,M,6
2011,HINDY,KINGS,F,29
2011,HINDY,ORANGE,F,5
2011,HINDY,ROCKLAND,F,16
2011,HOPE,ERIE,F,6
2011,HUDSON,NASSAU,M,10
2011,HUDSON,WESTCHESTER,M,10
2011,HUDSON,ORANGE,M,8
2011,HUDSON,NEW YORK,M,42
2011,HUDSON,KINGS,M,11
2011,HUDSON,MONROE,M,9
2011,HUDSON,ERIE,M,7
2011,HUGO,NEW YORK,M,11
2011,ANTONIO,NEW YORK,M,12
2011,ANTONIO,SCHENECTADY,M,6
2011,ANTONIO,NASSAU,M,24
2011,ANTONIO,ALBANY,M,5
2011,ANTONIO,ONONDAGA,M,10
2011,ANTONIO,BRONX,M,13
2011,ANTONIO,WESTCHESTER,M,10
2011,ANTONIO,SUFFOLK,M,18
2011,ANTONIO,QUEENS,M,19
2011,ANTONIO,KINGS,M,27
2011,ANTONIO,MONROE,M,12
2011,ANTONIO,ORANGE,M,7
2011,HUNTER,ONONDAGA,M,10
2011,HUNTER,WASHINGTON,M,5
2011,HUNTER,WESTCHESTER,M,5
2011,HUNTER,ORANGE,M,13
2011,HUNTER,ULSTER,M,7
2011,HUNTER,WAYNE,M,5
2011,HUNTER,CHEMUNG,M,6
2011,HUNTER,NEW YORK,M,21
2011,HUNTER,ONEIDA,M,8
2011,HUNTER,OSWEGO,M,9
2011,HUNTER,SUFFOLK,M,25
2011,HUNTER,MONROE,M,9
2011,HUNTER,RENSSELAER,M,5
2011,HUNTER,ALBANY,M,9
2011,HUNTER,ERIE,M,14
2011,HUNTER,NASSAU,M,12
2011,HUNTER,SARATOGA,M,8
2011,HUNTER,BROOME,M,8
2011,HUNTER,NIAGARA,M,7
2011,HUNTER,SCHENECTADY,M,5
2011,HUNTER,MADISON,M,6
2011,HUNTER,HERKIMER,M,8
2011,HUNTER,BRONX,M,16
2011,HUNTER,KINGS,M,14
2011,ANYA,SUFFOLK,F,6
2011,APRIL,SUFFOLK,F,5
2011,ARABELLA,MONROE,F,5
2011,ARABELLA,SUFFOLK,F,5
2011,IAN,SUFFOLK,M,11
2011,IAN,OSWEGO,M,5
2011,IAN,NASSAU,M,16
2011,IAN,BRONX,M,33
2011,IAN,ONEIDA,M,5
2011,IAN,SARATOGA,M,8
2011,IAN,ONONDAGA,M,14
2011,IAN,ORANGE,M,7
2011,IAN,KINGS,M,33
2011,IAN,NEW YORK,M,28
2011,IAN,ERIE,M,12
2011,IAN,QUEENS,M,48
2011,IAN,DUTCHESS,M,6
2011,IAN,MONROE,M,10
2011,IAN,WESTCHESTER,M,17
2011,IAN,ALBANY,M,7
2011,IBRAHIM,BRONX,M,17
2011,IBRAHIM,NASSAU,M,7
2011,IBRAHIM,SUFFOLK,M,6
2011,IBRAHIM,QUEENS,M,15
2011,IBRAHIM,KINGS,M,19
2011,ARI,KINGS,M,10
2011,ARI,NEW YORK,M,14
2011,ARI,NASSAU,M,6
2011,IMANI,BRONX,F,11
2011,IMANI,KINGS,F,15
2011,IRENE,QUEENS,F,15
2011,IRENE,KINGS,F,16
2011,ARIA,ONONDAGA,F,9
2011,ARIA,NASSAU,F,10
2011,IRIS,QUEENS,F,16
2011,IRIS,NEW YORK,F,12
2011,IRIS,KINGS,F,21
2011,ARIA,MONROE,F,7
2011,ARIA,KINGS,F,16
2011,ARIA,SUFFOLK,F,5
2011,ARIA,ERIE,F,7
2011,ISAAC,KINGS,M,90
2011,ISAAC,QUEENS,M,45
2011,ISAAC,WESTCHESTER,M,20
2011,ISAAC,DUTCHESS,M,5
2011,ISAAC,OSWEGO,M,5
2011,ISAAC,ORANGE,M,12
2011,ISAAC,BRONX,M,28
2011,ISAAC,ERIE,M,7
2011,ISAAC,MONROE,M,13
2011,ISAAC,SUFFOLK,M,10
2011,ISAAC,NEW YORK,M,30
2011,ISAAC,ROCKLAND,M,20
2011,ISAAC,NASSAU,M,16
2011,ISAAC,ONONDAGA,M,8
2011,ISAAC,ALBANY,M,7
2011,ISAAC,CHEMUNG,M,6
2011,ISABEL,NASSAU,F,11
2011,ISABEL,NEW YORK,F,24
2011,ISABEL,QUEENS,F,14
2011,ISABEL,WESTCHESTER,F,10
2011,ISABEL,SUFFOLK,F,8
2011,ISABEL,BRONX,F,11
2011,ISABEL,KINGS,F,24
2011,ARIANA,RICHMOND,F,15
2011,ARIANA,ORANGE,F,7
2011,ARIANA,MONROE,F,6
2011,ARIANA,ONONDAGA,F,5
2011,ARIANA,QUEENS,F,40
2011,ARIANA,BRONX,F,28
2011,ARIANA,SUFFOLK,F,30
2011,ARIANA,NEW YORK,F,16
2011,ARIANA,KINGS,F,23
2011,ARIANA,ROCKLAND,F,5
2011,ARIANA,WESTCHESTER,F,20
2011,ARIANA,ERIE,F,12
2011,ARIANA,NASSAU,F,13
2011,ISABELLA,PUTNAM,F,5
2011,ISABELLA,ALBANY,F,20
2011,ISABELLA,NIAGARA,F,17
2011,ISABELLA,ONTARIO,F,6
2011,ISABELLA,SCHENECTADY,F,13
2011,ISABELLA,CHEMUNG,F,5
2011,ISABELLA,NEW YORK,F,74
2011,ISABELLA,BRONX,F,121
2011,ISABELLA,ST LAWRENCE,F,11
2011,ISABELLA,MONROE,F,45
2011,ISABELLA,MONTGOMERY,F,5
2011,ISABELLA,QUEENS,F,199
2011,ISABELLA,WASHINGTON,F,7
2011,ISABELLA,STEUBEN,F,6
2011,ISABELLA,DUTCHESS,F,21
2011,ISABELLA,CAYUGA,F,7
2011,ISABELLA,ERIE,F,49
2011,ISABELLA,JEFFERSON,F,9
2011,ISABELLA,SARATOGA,F,16
2011,ISABELLA,NASSAU,F,122
2011,ISABELLA,BROOME,F,10
2011,ISABELLA,SUFFOLK,F,126
2011,ISABELLA,RENSSELAER,F,12
2011,ISABELLA,CATTARAUGUS,F,6
2011,ISABELLA,WESTCHESTER,F,85
2011,ISABELLA,ORANGE,F,41
2011,ISABELLA,FULTON,F,5
2011,ISABELLA,ROCKLAND,F,18
2011,ISABELLA,OSWEGO,F,9
2011,ISABELLA,ONEIDA,F,14
2011,ISABELLA,RICHMOND,F,61
2011,ISABELLA,TOMPKINS,F,7
2011,ISABELLA,CHENANGO,F,5
2011,ISABELLA,KINGS,F,148
2011,ISABELLA,CHAUTAUQUA,F,6
2011,ISABELLA,ONONDAGA,F,27
2011,ISABELLE,MONROE,F,6
2011,ISABELLE,ORANGE,F,5
2011,ISABELLE,SUFFOLK,F,7
2011,ISABELLE,WESTCHESTER,F,6
2011,ISABELLE,ERIE,F,11
2011,ISABELLE,JEFFERSON,F,5
2011,ISABELLE,QUEENS,F,23
2011,ISABELLE,NASSAU,F,12
2011,ISABELLE,KINGS,F,15
2011,ISABELLE,NEW YORK,F,18
2011,ISAIAH,ALBANY,M,8
2011,ISAIAH,SCHENECTADY,M,7
2011,ISAIAH,ERIE,M,20
2011,ISAIAH,JEFFERSON,M,5
2011,ISAIAH,KINGS,M,82
2011,ISAIAH,ONEIDA,M,5
2011,ISAIAH,SUFFOLK,M,12
2011,ISAIAH,QUEENS,M,43
2011,ISAIAH,MONROE,M,18
2011,ISAIAH,NASSAU,M,14
2011,ISAIAH,BRONX,M,51
2011,ISAIAH,ONONDAGA,M,6
2011,ISAIAH,NEW YORK,M,22
2011,ISAIAH,WESTCHESTER,M,14
2011,ISAIAH,ORANGE,M,5
2011,ISLA,NASSAU,F,6
2011,ISMAEL,BRONX,M,11
2011,ISRAEL,ORANGE,M,6
2011,ISRAEL,BRONX,M,11
2011,ISRAEL,ROCKLAND,M,6
2011,ISRAEL,KINGS,M,34
2011,ISSAC,KINGS,M,10
2011,IVAN,QUEENS,M,30
2011,IVAN,BRONX,M,15
2011,IVAN,WESTCHESTER,M,6
2011,IVAN,SUFFOLK,M,5
2011,IVAN,KINGS,M,58
2011,IVAN,NEW YORK,M,20
2011,IVY,QUEENS,F,14
2011,IVY,KINGS,F,21
2011,IVY,NEW YORK,F,18
2011,IZABELLA,BRONX,F,12
2011,IZABELLA,SUFFOLK,F,6
2011,IZABELLA,QUEENS,F,10
2011,IZABELLA,KINGS,F,12
2011,IZABELLA,MONROE,F,7
2011,JACE,DUTCHESS,M,6
2011,JACE,ERIE,M,6
2011,JACE,SUFFOLK,M,13
2011,JACE,WESTCHESTER,M,5
2011,JACE,WAYNE,M,6
2011,JACE,KINGS,M,12
2011,JACE,BRONX,M,24
2011,JACE,QUEENS,M,16
2011,JACE,MONROE,M,8
2011,ARIANNA,RENSSELAER,F,6
2011,ARIANNA,RICHMOND,F,12
2011,ARIANNA,MONROE,F,7
2011,ARIANNA,SUFFOLK,F,41
2011,ARIANNA,ONEIDA,F,8
2011,ARIANNA,ONONDAGA,F,10
2011,ARIANNA,NASSAU,F,21
2011,ARIANNA,KINGS,F,46
2011,ARIANNA,NEW YORK,F,17
2011,ARIANNA,QUEENS,F,60
2011,ARIANNA,BROOME,F,5
2011,ARIANNA,ALBANY,F,8
2011,ARIANNA,ERIE,F,17
2011,ARIANNA,WESTCHESTER,F,17
2011,ARIANNA,BRONX,F,36
2011,JACK,BROOME,M,10
2011,JACK,ORANGE,M,18
2011,JACK,ALBANY,M,8
2011,JACK,MONROE,M,44
2011,JACK,ONTARIO,M,7
2011,JACK,ERIE,M,46
2011,JACK,QUEENS,M,28
2011,JACK,NASSAU,M,68
2011,JACK,PUTNAM,M,6
2011,JACK,NIAGARA,M,6
2011,JACK,ROCKLAND,M,14
2011,JACK,SCHENECTADY,M,6
2011,JACK,SUFFOLK,M,91
2011,JACK,ONONDAGA,M,21
2011,JACK,CAYUGA,M,5
2011,JACK,KINGS,M,83
2011,JACK,ONEIDA,M,7
2011,JACK,SARATOGA,M,17
2011,JACK,RICHMOND,M,11
2011,JACK,WESTCHESTER,M,39
2011,JACK,NEW YORK,M,76
2011,JACK,ULSTER,M,9
2011,JACK,DUTCHESS,M,7
2011,JACK,RENSSELAER,M,6
2011,JACKSON,LIVINGSTON,M,5
2011,JACKSON,WASHINGTON,M,5
2011,JACKSON,QUEENS,M,15
2011,JACKSON,NASSAU,M,41
2011,JACKSON,ONONDAGA,M,14
2011,JACKSON,ONEIDA,M,11
2011,JACKSON,SUFFOLK,M,37
2011,JACKSON,WESTCHESTER,M,21
2011,JACKSON,DUTCHESS,M,9
2011,JACKSON,ULSTER,M,10
2011,JACKSON,ALBANY,M,15
2011,JACKSON,ONTARIO,M,5
2011,JACKSON,ERIE,M,47
2011,JACKSON,ROCKLAND,M,7
2011,JACKSON,KINGS,M,25
2011,JACKSON,BROOME,M,5
2011,JACKSON,ORANGE,M,16
2011,JACKSON,SARATOGA,M,16
2011,JACKSON,MONROE,M,45
2011,JACKSON,RENSSELAER,M,8
2011,JACKSON,NEW YORK,M,45
2011,JACKSON,NIAGARA,M,14
2011,JACKSON,CAYUGA,M,6
2011,JACKY,KINGS,M,10
2011,ARIEL,BRONX,M,10
2011,ARIEL,SUFFOLK,M,9
2011,ARIEL,NASSAU,F,7
2011,ARIEL,QUEENS,M,13
2011,ARIEL,NEW YORK,M,10
2011,ARIEL,KINGS,F,27
2011,ARIEL,QUEENS,F,21
2011,ARIEL,KINGS,M,20
2011,ARIEL,BRONX,F,12
2011,ARIEL,NASSAU,M,7
2011,ARIELLA,KINGS,F,21
2011,ARIELLA,QUEENS,F,14
2011,ARIELLE,QUEENS,F,16
2011,ARIELLE,ORANGE,F,5
2011,ARIELLE,KINGS,F,12
2011,ARIELLE,NASSAU,F,9
2011,ARJUN,NEW YORK,M,13
2011,ARJUN,NASSAU,M,8
2011,ARMANI,BRONX,M,12
2011,ARMANI,KINGS,M,10
2011,JACOB,OSWEGO,M,14
2011,JACOB,SULLIVAN,M,7
2011,JACOB,BRONX,M,146
2011,JACOB,TOMPKINS,M,7
2011,JACOB,TIOGA,M,7
2011,JACOB,KINGS,M,251
2011,JACOB,HERKIMER,M,9
2011,JACOB,NIAGARA,M,17
2011,JACOB,RENSSELAER,M,8
2011,JACOB,GENESEE,M,5
2011,JACOB,QUEENS,M,172
2011,JACOB,CHEMUNG,M,10
2011,JACOB,BROOME,M,10
2011,JACOB,DUTCHESS,M,19
2011,JACOB,ALBANY,M,21
2011,JACOB,WESTCHESTER,M,44
2011,JACOB,MONROE,M,45
2011,JACOB,RICHMOND,M,22
2011,JACOB,ULSTER,M,8
2011,JACOB,CATTARAUGUS,M,8
2011,JACOB,ORANGE,M,53
2011,JACOB,STEUBEN,M,6
2011,JACOB,ONONDAGA,M,27
2011,JACOB,CAYUGA,M,6
2011,JACOB,WASHINGTON,M,5
2011,JACOB,PUTNAM,M,6
2011,JACOB,ONTARIO,M,8
2011,JACOB,JEFFERSON,M,9
2011,JACOB,SARATOGA,M,8
2011,JACOB,ST LAWRENCE,M,10
2011,JACOB,ROCKLAND,M,22
2011,JACOB,CHAUTAUQUA,M,5
2011,JACOB,SUFFOLK,M,81
2011,JACOB,NEW YORK,M,109
2011,JACOB,WAYNE,M,6
2011,JACOB,MADISON,M,9
2011,JACOB,CLINTON,M,6
2011,JACOB,ERIE,M,56
2011,JACOB,ONEIDA,M,14
2011,JACOB,NASSAU,M,85
2011,JACOB,SCHENECTADY,M,12
2011,ARON,ROCKLAND,M,15
2011,ARON,KINGS,M,60
2011,ARON,ORANGE,M,16
2011,JACQUELINE,QUEENS,F,17
2011,JACQUELINE,KINGS,F,21
2011,JACQUELINE,WESTCHESTER,F,6
2011,JACQUELINE,SUFFOLK,F,9
2011,JACQUELINE,NASSAU,F,9
2011,ARTHUR,NEW YORK,M,12
2011,ARTHUR,WESTCHESTER,M,5
2011,ARTHUR,KINGS,M,22
2011,ARYAN,QUEENS,M,13
2011,JADA,ERIE,F,5
2011,JADA,NEW YORK,F,12
2011,JADA,SUFFOLK,F,13
2011,JADA,WESTCHESTER,F,6
2011,JADA,BRONX,F,18
2011,JADA,KINGS,F,29
2011,JADA,QUEENS,F,18
2011,JADA,NASSAU,F,11
2011,ARYEH,KINGS,M,18
2011,JADE,SUFFOLK,F,7
2011,JADE,NEW YORK,F,11
2011,JADE,ERIE,F,7
2011,JADE,KINGS,F,21
2011,JADE,WESTCHESTER,F,8
2011,JADE,NASSAU,F,7
2011,JADE,BRONX,F,28
2011,JADE,QUEENS,F,18
2011,AIDEN,BROOME,M,10
2011,AIDEN,NIAGARA,M,9
2011,ASHER,KINGS,M,29
2011,ASHER,NASSAU,M,7
2011,JADEN,KINGS,M,55
2011,JADEN,ALBANY,M,6
2011,JADEN,BRONX,M,44
2011,JADEN,WESTCHESTER,M,9
2011,JADEN,SUFFOLK,M,9
2011,JADEN,ONONDAGA,M,5
2011,JADEN,QUEENS,M,55
2011,JADEN,ERIE,M,15
2011,JADEN,NASSAU,M,17
2011,JADEN,MONROE,M,5
2011,JADEN,NEW YORK,M,22
2011,ASHER,NEW YORK,M,18
2011,JADIEL,BRONX,M,25
2011,JADIEL,ROCKLAND,M,5
2011,JADIEL,NEW YORK,M,14
2011,JADIEL,KINGS,M,10
2011,JADIEL,MONROE,M,5
2011,ASHER,WESTCHESTER,M,7
2011,ASHER,ORANGE,M,7
2011,JAELYNN,SUFFOLK,F,5
2011,ASHER,QUEENS,M,18
2011,ASHER,SUFFOLK,M,6
2011,AIDEN,ALBANY,M,11
2011,ASHLEIGH,WESTCHESTER,F,5
2011,JAIDEN,ORANGE,M,5
2011,JAIDEN,BRONX,M,21
2011,JAIDEN,SUFFOLK,M,13
2011,JAIDEN,QUEENS,M,26
2011,JAIDEN,KINGS,M,26
2011,AIDEN,ROCKLAND,M,6
2011,AIDEN,ULSTER,M,9
2011,JAKE,ERIE,M,7
2011,JAKE,ORANGE,M,9
2011,JAKE,SARATOGA,M,8
2011,JAKE,WESTCHESTER,M,20
2011,JAKE,KINGS,M,28
2011,JAKE,RICHMOND,M,11
2011,JAKE,MONROE,M,6
2011,JAKE,BRONX,M,17
2011,JAKE,NASSAU,M,61
2011,JAKE,ROCKLAND,M,11
2011,JAKE,QUEENS,M,44
2011,JAKE,NEW YORK,M,31
2011,JAKE,SUFFOLK,M,59
2011,AIDEN,ONEIDA,M,19
2011,AIDEN,WESTCHESTER,M,42
2011,AIDEN,MONROE,M,36
2011,AIDEN,RENSSELAER,M,8
2011,JALIYAH,KINGS,F,10
2011,AIDEN,MADISON,M,6
2011,AIDEN,SUFFOLK,M,63
2011,AIDEN,CLINTON,M,5
2011,AIDEN,GENESEE,M,6
2011,AIDEN,NEW YORK,M,71
2011,AIDEN,BRONX,M,113
2011,AIDEN,RICHMOND,M,30
2011,AIDEN,WAYNE,M,5
2011,ASHLEY,NASSAU,F,41
2011,ASHLEY,SUFFOLK,F,43
2011,ASHLEY,ORANGE,F,8
2011,ASHLEY,ROCKLAND,F,8
2011,ASHLEY,WESTCHESTER,F,35
2011,ASHLEY,BRONX,F,59
2011,ASHLEY,NEW YORK,F,29
2011,ASHLEY,DUTCHESS,F,7
2011,ASHLEY,ERIE,F,5
2011,ASHLEY,RICHMOND,F,13
2011,ASHLEY,KINGS,F,75
2011,ASHLEY,QUEENS,F,108
2011,AIDEN,ORANGE,M,16
2011,JAMES,KINGS,M,95
2011,JAMES,RICHMOND,M,21
2011,JAMES,WESTCHESTER,M,44
2011,JAMES,ROCKLAND,M,11
2011,JAMES,ONEIDA,M,12
2011,JAMES,BRONX,M,31
2011,JAMES,PUTNAM,M,5
2011,JAMES,DUTCHESS,M,15
2011,JAMES,NEW YORK,M,85
2011,JAMES,MONROE,M,40
2011,JAMES,SUFFOLK,M,108
2011,JAMES,ERIE,M,33
2011,JAMES,CAYUGA,M,5
2011,JAMES,NIAGARA,M,13
2011,JAMES,NASSAU,M,91
2011,JAMES,STEUBEN,M,5
2011,JAMES,SARATOGA,M,11
2011,JAMES,QUEENS,M,81
2011,JAMES,SCHENECTADY,M,5
2011,JAMES,RENSSELAER,M,14
2011,JAMES,JEFFERSON,M,10
2011,JAMES,ONONDAGA,M,24
2011,JAMES,ULSTER,M,7
2011,JAMES,ALBANY,M,14
2011,JAMES,ORANGE,M,14
2011,JAMES,ONTARIO,M,6
2011,JAMES,BROOME,M,5
2011,JAMES,ST LAWRENCE,M,8
2011,JAMESON,SUFFOLK,M,12
2011,JAMESON,NASSAU,M,5
2011,AIDEN,TOMPKINS,M,5
2011,AIDEN,SARATOGA,M,12
2011,JAMIE,SUFFOLK,F,5
2011,JAMIE,NASSAU,F,8
2011,JAMIE,QUEENS,F,10
2011,JANAE,KINGS,F,10
2011,JANE,WESTCHESTER,F,8
2011,JANE,NASSAU,F,6
2011,JANE,NEW YORK,F,13
2011,ASHLYN,NASSAU,F,8
2011,ASHLYN,SUFFOLK,F,6
2011,JANELLE,SUFFOLK,F,6
2011,JANELLE,QUEENS,F,11
2011,JANELLE,NASSAU,F,5
2011,AIDEN,DUTCHESS,M,13
2011,AIDEN,ONTARIO,M,5
2011,JANIYA,KINGS,F,10
2011,AIDEN,ONONDAGA,M,19
2011,AIDEN,QUEENS,M,172
2011,JANNAT,KINGS,F,13
2011,ASHTON,MONROE,M,10
2011,ASHTON,BRONX,M,12
2011,ASHTON,WESTCHESTER,M,5
2011,ASHTON,KINGS,M,15
2011,JARED,NASSAU,M,10
2011,JARED,KINGS,M,14
2011,JARED,QUEENS,M,14
2011,JARED,WESTCHESTER,M,7
2011,JARED,SUFFOLK,M,9
2011,ASHTON,ONONDAGA,M,6
2011,ASHTON,QUEENS,M,18
2011,JARIEL,BRONX,M,11
2011,ASHTON,ERIE,M,11
2011,ASHTON,NASSAU,M,6
2011,ASHTON,JEFFERSON,M,5
2011,ASHTON,SUFFOLK,M,10
2011,AIDEN,NASSAU,M,70
2011,AIDEN,JEFFERSON,M,12
2011,JASMIN,ONONDAGA,F,5
2011,JASMIN,KINGS,F,14
2011,JASMIN,SUFFOLK,F,5
2011,ATHENA,KINGS,F,11
2011,ATHENA,QUEENS,F,10
2011,AUBREE,MONROE,F,5
2011,JASMINE,NEW YORK,F,14
2011,JASMINE,KINGS,F,42
2011,JASMINE,QUEENS,F,40
2011,JASMINE,MONROE,F,7
2011,JASMINE,ERIE,F,5
2011,JASMINE,BRONX,F,21
2011,JASMINE,SUFFOLK,F,13
2011,JASMINE,NASSAU,F,16
2011,JASMINE,ROCKLAND,F,5
2011,JASMINE,WESTCHESTER,F,6
2011,AIDEN,KINGS,M,177
2011,AIDEN,OSWEGO,M,6
2011,AIDEN,STEUBEN,M,8
2011,AIDEN,ERIE,M,39
2011,AUBREY,QUEENS,F,14
2011,AUBREY,NIAGARA,F,5
2011,AUBREY,ONONDAGA,F,12
2011,AUBREY,MONROE,F,12
2011,AUBREY,ONEIDA,F,9
2011,AUBREY,SUFFOLK,F,22
2011,AUBREY,BRONX,F,18
2011,AUBREY,WAYNE,F,7
2011,AUBREY,WESTCHESTER,F,5
2011,AUBREY,ERIE,F,18
2011,JASON,ORANGE,M,17
2011,JASON,ROCKLAND,M,10
2011,JASON,KINGS,M,96
2011,JASON,JEFFERSON,M,6
2011,JASON,SUFFOLK,M,47
2011,JASON,NASSAU,M,34
2011,JASON,DUTCHESS,M,5
2011,JASON,QUEENS,M,92
2011,JASON,WESTCHESTER,M,28
2011,JASON,MONROE,M,13
2011,JASON,BRONX,M,39
2011,JASON,ONONDAGA,M,7
2011,JASON,ERIE,M,16
2011,JASON,RICHMOND,M,16
2011,JASON,NEW YORK,M,34
2011,JASON,ALBANY,M,5
2011,AUBREY,BROOME,F,5
2011,AUBREY,NASSAU,F,5
2011,JASPER,KINGS,M,15
2011,JASPER,NEW YORK,M,11
2011,AUBREY,KINGS,F,12
2011,AUBREY,NEW YORK,F,10
2011,AUBREY,ORANGE,F,7
2011,JAVIER,BRONX,M,22
2011,JAVIER,WESTCHESTER,M,6
2011,JAVIER,SUFFOLK,M,7
2011,JAVIER,KINGS,M,17
2011,JAVIER,QUEENS,M,10
2011,JAXON,NASSAU,M,6
2011,JAXON,ERIE,M,6
2011,JAXON,CHAUTAUQUA,M,7
2011,JAXON,MONROE,M,8
2011,JAXSON,MONROE,M,6
2011,JAXSON,ERIE,M,10
2011,JAXSON,SUFFOLK,M,10
2011,JAY,QUEENS,M,12
2011,JAY,KINGS,M,13
2011,JAYCE,ERIE,M,6
2011,AILEEN,QUEENS,F,11
2011,JAYDA,BRONX,F,14
2011,JAYDA,SUFFOLK,F,5
2011,JAYDA,ERIE,F,5
2011,JAYDA,KINGS,F,13
2011,AISHA,QUEENS,F,13
2011,AISHA,BRONX,F,13
2011,AISHA,KINGS,F,13
2011,AUDREY,SUFFOLK,F,8
2011,AUDREY,QUEENS,F,15
2011,AUDREY,ONONDAGA,F,7
2011,AUDREY,ERIE,F,14
2011,AUDREY,WESTCHESTER,F,7
2011,AUDREY,MONROE,F,11
2011,AUDREY,NASSAU,F,10
2011,JAYDEN,BRONX,M,205
2011,JAYDEN,RENSSELAER,M,7
2011,JAYDEN,ONONDAGA,M,21
2011,JAYDEN,NIAGARA,M,11
2011,JAYDEN,DUTCHESS,M,13
2011,JAYDEN,KINGS,M,268
2011,JAYDEN,ONEIDA,M,15
2011,JAYDEN,JEFFERSON,M,16
2011,JAYDEN,RICHMOND,M,30
2011,JAYDEN,CHEMUNG,M,6
2011,JAYDEN,NEW YORK,M,94
2011,JAYDEN,ERIE,M,41
2011,JAYDEN,ORANGE,M,17
2011,JAYDEN,ULSTER,M,9
2011,JAYDEN,SUFFOLK,M,99
2011,JAYDEN,QUEENS,M,245
2011,JAYDEN,CAYUGA,M,6
2011,JAYDEN,WAYNE,M,7
2011,JAYDEN,BROOME,M,7
2011,JAYDEN,WESTCHESTER,M,43
2011,JAYDEN,MONROE,M,27
2011,JAYDEN,NASSAU,M,72
2011,JAYDEN,CHENANGO,M,6
2011,JAYDEN,ALBANY,M,12
2011,JAYDEN,ROCKLAND,M,18
2011,JAYDEN,SCHENECTADY,M,6
2011,AUDREY,NEW YORK,F,18
2011,AUDREY,KINGS,F,12
2011,AUDRINA,SUFFOLK,F,5
2011,AKIVA,ROCKLAND,M,5
2011,AUGUST,KINGS,M,10
2011,AKIVA,NASSAU,M,5
2011,JAYLA,KINGS,F,27
2011,JAYLA,QUEENS,F,18
2011,JAYLA,NASSAU,F,5
2011,JAYLA,SUFFOLK,F,12
2011,JAYLA,BRONX,F,20
2011,JAYLA,MONROE,F,7
2011,JAYLA,ERIE,F,6
2011,JAYLA,DUTCHESS,F,6
2011,JAYLEEN,BRONX,F,23
2011,JAYLEEN,KINGS,F,11
2011,JAYLEEN,QUEENS,F,16
2011,AURORA,MONROE,F,6
2011,AURORA,ERIE,F,8
2011,JAYLEN,KINGS,M,22
2011,JAYLEN,SUFFOLK,M,5
2011,JAYLEN,QUEENS,M,10
2011,JAYLIN,SUFFOLK,F,8
2011,JAYSON,KINGS,M,11
2011,JAYSON,BRONX,M,14
2011,JAYSON,SUFFOLK,M,14
2011,JAYSON,QUEENS,M,10
2011,JAZMIN,SUFFOLK,F,6
2011,JAZMIN,WESTCHESTER,F,9
2011,JEAN,BRONX,M,10
2011,JEFFERSON,NASSAU,M,7
2011,JEFFERSON,SUFFOLK,M,7
2011,ALAINA,ERIE,F,8
2011,ALAINA,MONROE,F,5
2011,JEFFREY,WESTCHESTER,M,6
2011,JEFFREY,KINGS,M,19
2011,JEFFREY,SUFFOLK,M,22
2011,JEFFREY,NASSAU,M,11
2011,JEFFREY,QUEENS,M,22
2011,ABIGAIL,ST LAWRENCE,F,5
2011,ABIGAIL,ONONDAGA,F,18
2011,ABIGAIL,NASSAU,F,47
2011,ABIGAIL,ONTARIO,F,6
2011,ABIGAIL,SCHENECTADY,F,8
2011,ABIGAIL,OSWEGO,F,8
2011,JENNA,SUFFOLK,F,15
2011,JENNA,RICHMOND,F,12
2011,JENNA,MONROE,F,8
2011,JENNA,WESTCHESTER,F,6
2011,JENNA,NASSAU,F,13
2011,JENNA,KINGS,F,13
2011,JENNIFER,NASSAU,F,6
2011,JENNIFER,NEW YORK,F,11
2011,JENNIFER,QUEENS,F,34
2011,JENNIFER,BRONX,F,19
